Depdelay,Airline,Origin,Deptime,Airtime,Distance,Carrier,Weather,Lateaircraft
1,AA,IL,12,98,733,0,0,1
0,AA,IL,12,113,733,0,0,0
0,AA,IL,12,122,733,0,0,0
0,AA,IL,12,126,733,0,0,0
0,AA,IL,12,105,733,0,0,0
0,AA,IL,12,93,733,0,0,0
1,AA,IL,12,102,733,0,0,0
1,AA,IL,13,97,733,1,0,0
0,AA,IL,12,101,733,0,0,0
1,AA,IL,12,92,733,0,0,0
1,AA,IL,13,100,733,1,0,0
0,AA,IL,12,98,733,0,0,0
1,AA,IL,13,107,733,0,0,0
1,AA,IL,12,103,733,1,0,1
1,AA,IL,12,93,733,0,0,0
1,AA,IL,15,128,733,1,0,0
1,AA,IL,12,110,733,1,0,0
1,AA,IL,12,105,733,0,0,1
1,AA,IL,13,102,733,1,0,1
1,AA,IL,13,104,733,0,0,1
1,AA,IL,13,99,733,1,0,1
1,AA,IL,12,,733,0,0,0
1,AA,IL,13,101,733,0,0,1
0,AA,IL,12,96,733,0,0,0
1,AA,IL,13,97,733,1,0,1
0,AA,IL,8,255,2072,0,0,0
0,AA,IL,8,250,2072,0,0,0
1,AA,IL,8,259,2072,0,0,0
0,AA,IL,8,262,2072,0,0,0
0,AA,IL,8,258,2072,0,0,0
0,AA,IL,8,255,2072,0,0,0
0,AA,IL,8,257,2072,0,0,0
0,AA,IL,8,261,2072,0,0,0
0,AA,IL,8,263,2072,0,0,0
1,AA,IL,8,280,2072,1,0,0
1,AA,IL,8,266,2072,1,0,0
0,AA,IL,8,260,2072,0,0,0
0,AA,IL,8,260,2072,0,0,0
0,AA,IL,8,263,2072,0,0,0
1,AA,IL,9,252,2072,1,0,1
0,AA,IL,8,256,2072,0,0,0
1,AA,IL,9,265,2072,1,0,0
0,AA,IL,8,263,2072,0,0,0
0,AA,IL,8,274,2072,0,0,0
0,AA,IL,8,263,2072,0,0,0
1,AA,IL,8,258,2072,0,0,0
0,AA,IL,8,266,2072,0,0,0
0,AA,IL,8,257,2072,0,0,0
0,AA,IL,8,263,2072,0,0,0
0,AA,IL,8,258,2072,0,0,0
0,AA,IL,8,261,2072,0,0,0
0,AA,IL,8,258,2072,0,0,0
1,AA,IL,8,259,2072,0,0,0
0,AA,IL,8,251,2072,0,0,0
0,AA,IL,8,253,2072,0,0,0
0,AA,IL,8,277,2072,0,0,0
0,AA,IL,6,108,733,0,0,0
0,AA,IL,6,99,733,0,0,0
0,AA,IL,6,109,733,0,0,0
0,AA,IL,6,100,733,0,0,0
0,AA,IL,6,97,733,0,0,0
1,AA,IL,7,103,733,0,0,0
1,AA,IL,7,100,733,1,0,0
0,AA,IL,6,104,733,0,0,0
0,AA,IL,6,107,733,0,0,0
0,AA,IL,6,93,733,0,0,0
0,AA,IL,6,108,733,0,0,0
0,AA,IL,6,104,733,0,0,0
1,AA,IL,7,128,733,0,0,0
0,AA,IL,6,103,733,0,0,0
0,AA,IL,6,108,733,0,0,0
0,AA,IL,6,101,733,0,0,0
0,AA,IL,6,99,733,0,0,0
0,AA,IL,6,96,733,0,0,0
1,AA,IL,6,97,733,0,0,0
0,AA,IL,7,189,1440,0,0,0
0,AA,IL,7,190,1440,0,0,0
1,AA,IL,8,186,1440,1,0,0
1,AA,IL,8,184,1440,1,0,0
0,AA,IL,7,191,1440,0,0,0
0,AA,IL,7,185,1440,0,0,0
1,AA,IL,7,180,1440,0,0,0
0,AA,IL,7,174,1440,0,0,0
1,AA,IL,7,176,1440,0,0,0
1,AA,IL,7,178,1440,0,0,0
1,AA,IL,7,182,1440,0,0,0
0,AA,IL,7,185,1440,0,0,0
0,AA,IL,7,177,1440,0,0,0
0,AA,IL,7,197,1440,0,0,0
0,AA,IL,7,180,1440,0,0,0
0,AA,IL,7,191,1440,0,0,0
1,AA,IL,7,193,1440,1,0,0
0,AA,IL,7,193,1440,0,0,0
1,AA,IL,7,185,1440,0,0,0
0,AA,IL,7,189,1440,0,0,0
0,AA,IL,7,184,1440,0,0,0
1,AA,IL,7,182,1440,0,0,0
1,AA,IL,8,187,1440,1,0,0
0,AA,IL,7,187,1440,0,0,0
0,AA,IL,7,212,1440,0,0,0
0,AA,IL,7,198,1440,0,0,0
1,AA,IL,7,200,1440,0,0,0
0,AA,IL,7,193,1440,0,0,0
0,AA,IL,7,193,1440,0,0,0
0,AA,IL,7,183,1440,0,0,0
0,AA,IL,8,86,606,0,0,0
0,AA,IL,8,84,606,0,0,0
0,AA,IL,8,87,606,0,0,0
0,AA,IL,8,89,606,0,0,0
0,AA,IL,8,84,606,0,0,0
1,AA,IL,8,90,606,0,0,0
0,AA,IL,8,83,606,0,0,0
0,AA,IL,8,88,606,0,0,0
0,AA,IL,8,82,606,0,0,0
0,AA,IL,8,82,606,0,0,0
1,AA,IL,8,83,606,0,0,0
0,AA,IL,8,82,606,0,0,0
0,AA,IL,8,86,606,0,0,0
1,AA,IL,8,88,606,1,0,0
0,AA,IL,8,111,606,0,0,0
1,AA,IL,8,86,606,0,0,0
0,AA,IL,8,89,606,0,0,0
0,AA,IL,8,83,606,0,0,0
0,AA,IL,8,85,606,0,0,0
0,AA,IL,8,82,606,0,0,0
0,AA,IL,8,86,606,0,0,0
0,AA,IL,8,82,606,0,0,0
1,AA,IL,10,81,606,0,0,1
1,AA,IL,11,80,606,1,0,1
1,AA,IL,8,82,606,0,0,0
0,AA,IL,8,83,606,0,0,0
1,AA,IL,8,81,606,0,0,0
0,AA,IL,8,82,606,0,0,0
0,AA,IL,8,84,606,0,0,0
0,AA,IL,8,84,606,0,0,0
0,AA,IL,8,95,606,0,0,0
1,AA,MA,18,58,280,0,0,0
1,AA,MA,18,66,280,0,0,1
1,AA,MA,16,61,280,0,0,0
0,AA,MA,16,57,280,0,0,0
1,AA,MA,16,61,280,0,0,1
0,AA,MA,16,55,280,0,0,0
1,AA,MA,17,54,280,0,0,0
1,AA,MA,17,61,280,1,0,1
0,AA,MA,16,59,280,0,0,0
1,AA,MA,16,54,280,0,0,0
1,AA,MA,16,60,280,0,0,0
1,AA,MA,17,59,280,0,1,1
0,AA,MA,16,58,280,0,0,0
0,AA,MA,16,58,280,0,0,0
0,AA,MA,16,63,280,0,0,0
1,AA,MA,17,61,280,0,0,1
1,AA,MA,16,58,280,0,0,0
1,AA,MA,17,63,280,0,0,1
1,AA,MA,17,57,280,0,0,0
1,AA,MA,18,58,280,0,0,1
1,AA,MA,17,67,280,0,1,1
1,AA,MA,17,71,280,0,0,0
1,AA,MA,17,63,280,1,0,0
1,AA,MA,18,69,280,1,0,1
1,AA,MA,18,66,280,0,0,1
1,AA,MA,18,62,280,1,0,1
1,AA,IL,1,111,802,1,0,1
0,AA,IL,20,109,802,0,0,0
0,AA,IL,20,114,802,0,0,0
0,AA,IL,20,110,802,0,0,0
1,AA,IL,21,103,802,0,0,0
0,AA,IL,20,117,802,0,0,0
0,AA,IL,20,107,802,0,0,0
1,AA,IL,20,107,802,0,0,0
1,AA,IL,21,104,802,1,0,0
0,AA,IL,20,104,802,0,0,0
1,AA,IL,20,111,802,0,0,0
1,AA,IL,22,106,802,1,0,0
1,AA,IL,22,104,802,1,0,1
1,AA,IL,20,111,802,0,0,0
1,AA,IL,21,105,802,0,0,0
0,AA,IL,20,115,802,0,0,0
1,AA,IL,21,103,802,1,0,1
1,AA,IL,21,111,802,1,0,0
1,AA,IL,20,110,802,0,0,0
1,AA,IL,21,102,802,1,0,0
1,AA,IL,21,101,802,0,0,0
1,AA,IL,23,95,802,1,0,1
1,AA,IL,20,99,802,0,0,0
1,AA,IL,20,102,802,0,0,0
1,AA,IL,21,102,802,1,0,1
1,AA,IL,21,109,802,1,0,1
1,AA,IL,22,104,802,1,0,0
1,AA,IL,22,120,802,1,0,0
0,AA,IL,20,111,802,0,0,0
1,AA,IL,21,122,802,1,0,0
0,AA,IL,20,108,802,0,0,0
0,AA,MA,5,55,280,0,0,0
0,AA,MA,5,63,280,0,0,0
1,AA,MA,5,59,280,0,0,0
0,AA,MA,5,59,280,0,0,0
0,AA,MA,5,53,280,0,0,0
0,AA,MA,5,58,280,0,0,0
0,AA,MA,5,68,280,0,0,0
0,AA,MA,5,63,280,0,0,0
0,AA,MA,5,58,280,0,0,0
0,AA,MA,5,55,280,0,0,0
0,AA,MA,5,57,280,0,0,0
0,AA,MA,5,57,280,0,0,0
0,AA,MA,5,59,280,0,0,0
1,AA,MA,6,55,280,1,0,0
0,AA,MA,5,60,280,0,0,0
0,AA,MA,5,59,280,0,0,0
0,AA,MA,5,65,280,0,0,0
0,AA,MA,5,59,280,0,0,0
0,AA,MA,5,62,280,0,0,0
0,AA,MA,5,58,280,0,0,0
1,AA,MA,5,70,280,0,0,0
0,AA,MA,5,64,280,0,0,0
0,AA,MA,5,61,280,0,0,0
1,AA,MA,5,56,280,0,0,0
0,AA,MA,5,56,280,0,0,0
0,AA,MA,5,60,280,0,0,0
0,AA,MA,5,61,280,0,0,0
1,AA,IL,22,114,867,0,0,0
1,AA,IL,22,116,867,1,0,1
1,AA,IL,22,110,867,0,0,0
1,AA,IL,22,104,867,0,0,0
0,AA,IL,22,114,867,0,0,0
1,AA,IL,22,113,867,0,0,0
1,AA,IL,22,104,867,0,0,0
1,AA,IL,22,109,867,0,0,1
0,AA,IL,22,123,867,0,0,0
1,AA,IL,22,118,867,1,0,0
0,AA,IL,22,111,867,0,0,0
0,AA,IL,22,116,867,0,0,0
0,AA,IL,22,118,867,0,0,0
0,AA,IL,21,117,867,0,0,0
1,AA,IL,22,113,867,1,0,1
0,AA,IL,21,112,867,0,0,0
0,AA,IL,22,114,867,0,0,0
1,AA,IL,22,105,867,0,0,0
1,AA,IL,23,109,867,1,0,0
0,AA,IL,22,101,867,0,0,0
1,AA,IL,22,101,867,0,0,0
1,AA,IL,23,104,867,0,0,1
1,AA,IL,14,182,1440,0,1,0
0,AA,IL,13,186,1440,0,0,0
0,AA,IL,13,173,1440,0,0,0
0,AA,IL,13,167,1440,0,0,0
0,AA,IL,13,171,1440,0,0,0
1,AA,IL,14,175,1440,0,0,0
1,AA,IL,14,186,1440,0,0,0
1,AA,IL,13,184,1440,0,0,0
0,AA,IL,13,183,1440,0,0,0
1,AA,IL,13,185,1440,0,0,0
1,AA,IL,14,178,1440,0,0,1
1,AA,IL,13,187,1440,1,0,0
0,AA,IL,13,184,1440,0,0,0
1,AA,IL,15,181,1440,1,0,1
1,AA,IL,15,195,1440,0,0,1
1,AA,IL,14,186,1440,0,0,1
1,AA,IL,13,181,1440,0,0,0
1,AA,IL,14,173,1440,1,0,0
1,AA,IL,14,185,1440,0,0,1
1,AA,IL,14,180,1440,1,0,1
0,AA,IL,13,189,1440,0,0,0
0,AA,IL,13,190,1440,0,0,0
1,AA,IL,14,194,1440,1,0,0
0,AA,IL,13,187,1440,0,0,0
1,AA,IL,14,191,1440,1,0,0
1,AA,IL,14,184,1440,0,0,0
1,AA,IL,13,180,1440,0,0,0
1,AA,IL,12,189,1440,1,0,1
0,AA,IL,11,190,1440,0,0,0
0,AA,IL,11,186,1440,0,0,0
0,AA,IL,11,185,1440,0,0,0
0,AA,IL,11,184,1440,0,0,0
1,AA,IL,11,186,1440,0,0,0
1,AA,IL,11,174,1440,0,0,0
0,AA,IL,11,176,1440,0,0,0
0,AA,IL,11,170,1440,0,0,0
1,AA,IL,11,177,1440,0,0,0
0,AA,IL,11,176,1440,0,0,0
0,AA,IL,11,186,1440,0,0,0
0,AA,IL,11,179,1440,0,0,0
1,AA,IL,11,187,1440,1,0,0
1,AA,IL,11,180,1440,0,0,0
1,AA,IL,11,186,1440,0,0,0
1,AA,IL,11,188,1440,0,0,1
0,AA,IL,11,184,1440,0,0,0
0,AA,IL,11,202,1440,0,0,0
1,AA,IL,12,192,1440,0,0,1
0,AA,IL,11,181,1440,0,0,0
0,AA,IL,11,176,1440,0,0,0
1,AA,IL,11,177,1440,0,0,0
1,AA,IL,12,179,1440,0,0,1
1,AA,IL,11,180,1440,0,0,0
0,AA,IL,11,195,1440,0,0,0
0,AA,IL,11,198,1440,0,0,0
0,AA,IL,11,190,1440,0,0,0
0,AA,IL,11,184,1440,0,0,0
1,AA,IL,11,193,1440,1,0,1
1,AA,IL,12,182,1440,1,0,1
1,AA,MA,17,59,280,1,0,1
0,AA,MA,16,63,280,0,0,0
0,AA,MA,16,71,280,0,0,0
1,AA,MA,22,59,280,1,0,1
0,AA,IL,12,91,599,0,0,0
0,AA,IL,12,87,599,0,0,0
0,AA,IL,12,88,599,0,0,0
0,AA,IL,12,92,599,0,0,0
0,AA,IL,12,90,599,0,0,0
0,AA,IL,12,84,599,0,0,0
1,AA,IL,12,89,599,0,0,0
0,AA,IL,12,91,599,0,0,0
0,AA,IL,12,87,599,0,0,0
1,AA,IL,13,79,599,1,0,1
1,AA,IL,12,84,599,0,0,0
0,AA,IL,12,82,599,0,0,0
1,AA,IL,13,86,599,0,0,1
0,AA,IL,12,80,599,0,0,0
1,AA,IL,13,84,599,1,0,1
0,AA,IL,12,87,599,0,0,0
1,AA,IL,12,80,599,0,0,0
1,AA,IL,12,91,599,0,0,0
0,AA,IL,12,89,599,0,0,0
1,AA,IL,13,83,599,0,0,1
1,AA,IL,13,98,599,0,0,1
1,AA,IL,12,79,599,0,0,0
1,AA,IL,12,85,599,0,0,0
0,AA,IL,12,79,599,0,0,0
1,AA,IL,13,88,599,1,0,1
0,AA,IL,12,93,599,0,0,0
1,AA,IL,14,198,1440,1,0,1
1,AA,IL,14,189,1440,1,0,1
1,AA,IL,15,187,1440,1,0,1
0,AA,IL,13,185,1440,0,0,0
0,AA,NJ,13,72,529,0,0,0
0,AA,NJ,12,76,529,0,0,0
1,AA,NJ,15,84,529,0,1,0
0,AA,NJ,12,92,529,0,0,0
0,AA,NJ,12,79,529,0,0,0
0,AA,NJ,12,81,529,0,0,0
0,AA,NJ,12,75,529,0,0,0
0,AA,NJ,12,79,529,0,0,0
0,AA,NJ,12,76,529,0,0,0
0,AA,NJ,12,80,529,0,0,0
0,AA,NJ,12,72,529,0,0,0
0,AA,NJ,12,72,529,0,0,0
0,AA,NJ,12,73,529,0,0,0
0,AA,NJ,12,96,529,0,0,0
0,AA,NJ,12,82,529,0,0,0
0,AA,NJ,12,80,529,0,0,0
0,AA,NJ,12,82,529,0,0,0
0,AA,NJ,12,105,529,0,0,0
0,AA,NJ,12,79,529,0,0,0
1,AA,NJ,13,79,529,1,0,1
0,AA,NJ,12,75,529,0,0,0
0,AA,NJ,12,77,529,0,0,0
0,AA,NJ,13,103,529,0,0,0
0,AA,NJ,12,82,529,0,0,0
0,AA,NJ,12,84,529,0,0,0
0,AA,NJ,12,82,529,0,0,0
0,AA,NJ,12,80,529,0,0,0
1,AA,IL,17,231,1723,0,1,1
1,AA,IL,17,227,1723,0,0,0
0,AA,IL,17,221,1723,0,0,0
1,AA,IL,17,228,1723,1,0,0
1,AA,IL,17,216,1723,0,0,1
0,AA,IL,17,226,1723,0,0,0
1,AA,IL,18,204,1723,1,0,1
0,AA,IL,17,209,1723,0,0,0
0,AA,IL,17,200,1723,0,0,0
1,AA,IL,19,216,1723,1,0,1
0,AA,IL,17,211,1723,0,0,0
0,AA,IL,17,213,1723,0,0,0
0,AA,IL,17,220,1723,0,0,0
0,AA,IL,17,214,1723,0,0,0
0,AA,IL,17,214,1723,0,0,0
1,AA,IL,17,228,1723,1,0,1
1,AA,IL,18,226,1723,1,0,1
1,AA,IL,17,226,1723,0,0,0
0,AA,IL,17,233,1723,0,0,0
1,AA,IL,18,223,1723,1,0,1
0,AA,IL,17,217,1723,0,0,0
0,AA,IL,17,224,1723,0,0,0
1,AA,IL,17,230,1723,1,0,0
1,AA,IL,17,217,1723,0,0,0
1,AA,IL,17,230,1723,0,0,0
0,AA,IL,17,233,1723,0,0,0
0,AA,IL,17,243,1723,0,0,0
1,AA,IL,17,223,1723,0,0,0
1,AA,IL,18,235,1723,0,0,1
1,AA,IL,17,225,1723,0,0,0
0,AA,IL,17,215,1723,0,0,0
1,AA,IL,12,225,1726,1,0,1
0,AA,IL,11,224,1726,0,0,0
1,AA,IL,12,228,1726,0,0,0
0,AA,IL,12,216,1726,0,0,0
0,AA,IL,12,224,1726,0,0,0
0,AA,IL,12,216,1726,0,0,0
0,AA,IL,12,209,1726,0,0,0
0,AA,IL,12,206,1726,0,0,0
1,AA,IL,12,205,1726,0,0,0
1,AA,IL,12,204,1726,0,0,0
1,AA,IL,12,216,1726,0,0,0
0,AA,IL,12,215,1726,0,0,0
1,AA,IL,12,216,1726,0,0,0
0,AA,IL,12,225,1726,0,0,0
0,AA,IL,12,215,1726,0,0,0
0,AA,IL,12,225,1726,0,0,0
1,AA,IL,12,228,1726,0,0,0
0,AA,IL,12,217,1726,0,0,0
1,AA,IL,12,224,1726,1,0,1
1,AA,IL,12,227,1726,1,0,0
0,AA,IL,12,222,1726,0,0,0
0,AA,IL,12,218,1726,0,0,0
0,AA,IL,12,225,1726,0,0,0
0,AA,IL,12,228,1726,0,0,0
0,AA,IL,12,220,1726,0,0,0
0,AA,IL,12,223,1726,0,0,0
1,AA,IL,12,232,1726,1,0,0
0,AA,IL,12,234,1726,0,0,0
0,AA,IL,12,231,1726,0,0,0
0,AA,IL,12,230,1726,0,0,0
1,AA,IL,12,221,1726,1,0,0
1,AA,IL,7,127,1005,0,0,0
0,AA,IL,6,127,1005,0,0,0
0,AA,IL,6,133,1005,0,0,0
0,AA,IL,7,129,1005,0,0,0
0,AA,IL,7,133,1005,0,0,0
0,AA,IL,7,130,1005,0,0,0
1,AA,IL,7,131,1005,1,0,0
0,AA,IL,7,128,1005,0,0,0
0,AA,IL,7,127,1005,0,0,0
0,AA,IL,7,134,1005,0,0,0
0,AA,IL,6,127,1005,0,0,0
1,AA,IL,7,125,1005,0,0,0
0,AA,IL,7,123,1005,0,0,0
1,AA,IL,7,123,1005,0,0,0
0,AA,IL,7,124,1005,0,0,0
0,AA,IL,7,126,1005,0,0,0
0,AA,IL,7,122,1005,0,0,0
1,AA,IL,7,124,1005,1,0,0
0,AA,IL,7,125,1005,0,0,0
0,AA,IL,7,128,1005,0,0,0
0,AA,IL,7,123,1005,0,0,0
1,AA,IL,7,122,1005,0,0,0
1,AA,IL,7,,1005,0,0,0
0,AA,IL,7,138,1005,0,0,0
0,AA,IL,7,145,1005,0,0,0
1,AA,IL,17,228,1726,0,1,1
0,AA,IL,17,222,1726,0,0,0
1,AA,IL,17,230,1726,0,0,1
0,AA,IL,17,218,1726,0,0,0
1,AA,IL,17,207,1726,0,0,0
1,AA,IL,17,207,1726,0,0,0
0,AA,IL,17,207,1726,0,0,0
1,AA,IL,18,207,1726,1,0,1
1,AA,IL,17,215,1726,1,0,0
0,AA,IL,17,218,1726,0,0,0
0,AA,IL,17,223,1726,0,0,0
1,AA,IL,17,215,1726,0,0,0
1,AA,IL,17,224,1726,0,0,0
1,AA,IL,17,231,1726,0,0,0
1,AA,IL,18,221,1726,1,0,0
1,AA,IL,17,225,1726,1,0,1
1,AA,IL,17,233,1726,1,0,1
1,AA,IL,17,233,1726,0,0,0
1,AA,IL,18,216,1726,1,0,1
1,AA,IL,17,218,1726,0,0,0
1,AA,IL,19,238,1726,1,0,0
0,AA,IL,17,223,1726,0,0,0
1,AA,IL,17,225,1726,0,0,0
1,AA,IL,17,237,1726,1,0,0
0,AA,IL,17,233,1726,0,0,0
0,AA,IL,17,236,1726,0,0,0
1,AA,IL,17,235,1726,0,0,1
1,AA,IL,17,220,1726,0,0,0
1,AA,IL,17,217,1726,1,0,0
1,AA,IL,11,142,1041,1,0,1
0,AA,IL,10,136,1041,0,0,0
0,AA,IL,10,132,1041,0,0,0
0,AA,IL,10,135,1041,0,0,0
0,AA,IL,10,133,1041,0,0,0
1,AA,IL,11,131,1041,1,0,0
0,AA,IL,10,135,1041,0,0,0
1,AA,IL,12,140,1041,1,0,1
1,AA,IL,10,130,1041,0,0,0
0,AA,IL,10,129,1041,0,0,0
0,AA,IL,10,134,1041,0,0,0
0,AA,IL,10,137,1041,0,0,0
1,AA,IL,11,137,1041,0,0,1
1,AA,IL,10,134,1041,0,0,1
1,AA,IL,12,137,1041,1,0,1
0,AA,IL,10,132,1041,0,0,0
1,AA,IL,10,137,1041,0,0,0
1,AA,IL,10,131,1041,0,0,0
0,AA,IL,10,125,1041,0,0,0
1,AA,IL,10,127,1041,0,0,0
0,AA,IL,10,127,1041,0,0,0
1,AA,IL,10,125,1041,0,0,0
0,AA,IL,10,137,1041,0,0,0
0,AA,IL,10,136,1041,0,0,0
0,AA,IL,10,157,1041,0,0,0
1,AA,IL,10,144,1041,0,0,1
1,AA,IL,10,141,1041,0,0,0
0,AA,NJ,8,78,529,0,0,0
0,AA,NJ,8,75,529,0,0,0
0,AA,NJ,8,83,529,0,0,0
0,AA,NJ,8,72,529,0,0,0
0,AA,NJ,8,89,529,0,0,0
0,AA,NJ,8,75,529,0,0,0
0,AA,NJ,8,79,529,0,0,0
0,AA,NJ,8,77,529,0,0,0
0,AA,NJ,8,80,529,0,0,0
0,AA,NJ,8,85,529,0,0,0
0,AA,NJ,8,80,529,0,0,0
0,AA,NJ,8,85,529,0,0,0
0,AA,NJ,8,78,529,0,0,0
1,AA,NJ,11,75,529,1,0,0
0,AA,NJ,8,87,529,0,0,0
1,AA,NJ,8,88,529,0,0,0
0,AA,NJ,8,79,529,0,0,0
0,AA,NJ,8,81,529,0,0,0
0,AA,NJ,8,86,529,0,0,0
0,AA,NJ,8,78,529,0,0,0
0,AA,NJ,8,87,529,0,0,0
1,AA,NJ,8,95,529,0,0,0
0,AA,NJ,8,91,529,0,0,0
0,AA,NJ,8,80,529,0,0,0
0,AA,NJ,8,81,529,0,0,0
0,AA,NJ,8,85,529,0,0,0
0,AA,NJ,8,88,529,0,0,0
0,AA,NJ,8,87,529,0,0,0
1,AA,IL,12,101,783,1,0,0
0,AA,IL,12,107,783,0,0,0
0,AA,IL,12,100,783,0,0,0
0,AA,IL,12,106,783,0,0,0
0,AA,IL,11,103,783,0,0,0
0,AA,IL,11,93,783,0,0,0
0,AA,IL,11,101,783,0,0,0
0,AA,IL,12,104,783,0,0,0
1,AA,IL,12,101,783,0,0,0
0,AA,IL,12,99,783,0,0,0
0,AA,IL,11,101,783,0,0,0
0,AA,IL,12,101,783,0,0,0
1,AA,IL,12,102,783,0,0,0
0,AA,IL,12,97,783,0,0,0
0,AA,IL,12,101,783,0,0,0
1,AA,IL,12,102,783,0,0,0
0,AA,IL,12,150,783,0,0,0
0,AA,IL,11,99,783,0,0,0
0,AA,IL,11,102,783,0,0,0
0,AA,IL,12,114,783,0,0,0
0,AA,IL,12,108,783,0,0,0
0,AA,IL,12,103,783,0,0,0
0,AA,IL,12,107,783,0,0,0
0,AA,IL,12,103,783,0,0,0
0,AA,IL,12,105,783,0,0,0
0,AA,IL,12,99,783,0,0,0
1,AA,IL,12,121,783,1,0,0
0,AA,IL,12,98,783,0,0,0
1,AA,IL,12,95,783,0,0,0
1,AA,IL,12,99,783,1,0,0
0,AA,IL,11,99,783,0,0,0
1,AA,IL,21,60,403,1,0,0
1,AA,IL,21,61,403,1,0,1
0,AA,IL,22,60,403,0,0,0
0,AA,IL,22,60,403,0,0,0
0,AA,IL,22,56,403,0,0,0
0,AA,IL,22,58,403,0,0,0
0,AA,IL,22,56,403,0,0,0
0,AA,IL,22,57,403,0,0,0
0,AA,IL,22,55,403,0,0,0
0,AA,IL,22,65,403,0,0,0
0,AA,IL,22,60,403,0,0,0
0,AA,IL,22,64,403,0,0,0
1,AA,IL,23,59,403,1,0,1
0,AA,IL,22,60,403,0,0,0
0,AA,IL,22,59,403,0,0,0
1,AA,IL,22,66,403,1,0,0
1,AA,IL,22,61,403,1,0,1
0,AA,IL,22,59,403,0,0,0
1,AA,IL,23,55,403,1,0,1
0,AA,IL,22,61,403,0,0,0
1,AA,IL,23,57,403,1,0,1
1,AA,IL,23,63,403,1,0,0
0,AA,IL,22,63,403,0,0,0
1,AA,IL,22,61,403,0,0,0
1,AA,IL,22,62,403,0,0,1
0,AA,IL,22,64,403,0,0,0
0,AA,IL,22,62,403,0,0,0
1,AA,IL,8,47,235,0,0,0
1,AA,IL,7,46,235,0,0,0
0,AA,IL,7,48,235,0,0,0
0,AA,IL,7,45,235,0,0,0
0,AA,IL,8,50,235,0,0,0
1,AA,IL,9,49,235,1,0,0
0,AA,IL,8,49,235,0,0,0
0,AA,IL,8,49,235,0,0,0
0,AA,IL,8,52,235,0,0,0
1,AA,IL,9,49,235,0,0,1
0,AA,IL,8,48,235,0,0,0
0,AA,IL,8,44,235,0,0,0
0,AA,IL,8,49,235,0,0,0
1,AA,IL,8,52,235,0,0,0
0,AA,IL,8,48,235,0,0,0
0,AA,IL,8,52,235,0,0,0
1,AA,IL,12,51,235,1,0,0
1,AA,IL,8,54,235,1,0,0
1,AA,IL,11,48,235,1,0,1
0,AA,IL,8,64,235,0,0,0
0,AA,IL,8,51,235,0,0,0
0,AA,IL,8,46,235,0,0,0
0,AA,IL,8,56,235,0,0,0
0,AA,IL,8,48,235,0,0,0
0,AA,IL,8,48,235,0,0,0
0,AA,IL,8,62,235,0,0,0
0,AA,IL,8,48,235,0,0,0
0,AA,IL,8,49,235,0,0,0
0,AA,IL,8,53,235,0,0,0
1,AA,IL,7,104,802,0,0,0
0,AA,IL,7,112,802,0,0,0
0,AA,IL,7,103,802,0,0,0
0,AA,IL,7,99,802,0,0,0
0,AA,IL,6,103,802,0,0,0
0,AA,IL,6,109,802,0,0,0
0,AA,IL,7,102,802,0,0,0
1,AA,IL,7,102,802,0,0,0
0,AA,IL,7,101,802,0,0,0
1,AA,IL,7,102,802,0,0,0
0,AA,IL,7,100,802,0,0,0
0,AA,IL,6,106,802,0,0,0
0,AA,IL,7,107,802,0,0,0
0,AA,IL,7,108,802,0,0,0
0,AA,IL,7,107,802,0,0,0
1,AA,IL,10,100,802,1,0,0
0,AA,IL,7,110,802,0,0,0
0,AA,IL,7,97,802,0,0,0
0,AA,IL,7,107,802,0,0,0
1,AA,IL,8,96,802,1,0,0
0,AA,IL,7,103,802,0,0,0
1,AA,IL,9,97,802,1,0,0
1,AA,IL,7,104,802,0,0,0
0,AA,IL,7,109,802,0,0,0
0,AA,IL,7,113,802,0,0,0
1,AA,IL,8,123,802,0,0,0
0,AA,IL,7,122,802,0,0,0
0,AA,IL,7,124,977,0,0,0
0,AA,IL,7,125,977,0,0,0
0,AA,IL,7,125,977,0,0,0
1,AA,IL,7,124,977,0,0,0
0,AA,IL,7,125,977,0,0,0
0,AA,IL,7,125,977,0,0,0
0,AA,IL,7,129,977,0,0,0
0,AA,IL,7,122,977,0,0,0
1,AA,IL,7,123,977,0,0,0
0,AA,IL,7,125,977,0,0,0
0,AA,IL,7,125,977,0,0,0
1,AA,IL,7,126,977,0,0,0
1,AA,IL,9,133,977,1,0,0
1,AA,IL,7,125,977,0,0,0
0,AA,IL,7,125,977,0,0,0
0,AA,IL,7,126,977,0,0,0
0,AA,IL,7,124,977,0,0,0
0,AA,IL,7,121,977,0,0,0
0,AA,IL,7,117,977,0,0,0
0,AA,IL,7,117,977,0,0,0
0,AA,IL,7,122,977,0,0,0
0,AA,IL,7,118,977,0,0,0
0,AA,IL,7,125,977,0,0,0
0,AA,IL,7,131,977,0,0,0
0,AA,IL,7,134,977,0,0,0
0,AA,IL,7,143,977,0,0,0
0,AA,IL,7,145,977,0,0,0
0,AA,IL,7,133,977,0,0,0
0,AA,IL,8,87,599,0,0,0
0,AA,IL,8,83,599,0,0,0
1,AA,IL,9,88,599,1,0,0
1,AA,IL,9,94,678,1,0,1
1,AA,IL,9,88,678,1,0,0
1,AA,IL,9,91,678,1,0,0
0,AA,IL,8,89,678,0,0,0
